30 326,304 331,303 319,316 323,316
32 331,303 337,302 324,315 330,315
16 338,302 344,301 330,315 337,315
9 348,300 356,298 341,315 349,314
2 356,298 367,296 350,314 361,313
1 368,296 380,294 363,313 376,313
5 381,293 397,290 377,312 396,311
plate 328,301 401,283 316,319 400,317
11 33,306 62,306 50,361 76,361
25 64,306 93,307 78,361 105,361
21 96,307 123,308 108,361 133,361
4 135,308 163,309 144,361 170,362
1 165,309 191,310 172,362 196,362
6 194,310 220,311 199,362 222,362
8 222,311 246,311 224,362 247,362
plate 22,281 253,290 51,375 254,375
