30 68,294 93,296 54,356 82,357
17 96,296 121,298 84,357 112,358
10 123,298 146,300 114,358 139,358
3 156,301 179,303 150,358 174,359
2 180,303 201,305 176,359 197,360
2 203,305 222,307 200,360 221,360
1 224,307 242,309 222,360 242,361
plate 69,271 248,291 46,375 247,376
16 47,448 78,452 57,511 86,512
16 81,453 109,457 88,512 114,513
21 111,457 136,460 117,513 140,514
0 146,462 167,465 149,514 170,515
0 169,465 189,468 172,515 191,516
8 191,468 208,471 192,516 209,516
9 210,471 226,473 211,516 227,517
plate 40,420 230,456 57,527 230,528
