22 46,74 76,77 54,134 82,135
11 78,78 105,81 84,135 110,136
32 107,81 131,84 112,136 135,137
8 141,86 163,88 144,137 165,137
1 165,89 184,91 167,138 186,138
2 186,91 204,94 187,138 205,139
1 206,94 223,96 207,139 223,139
plate 40,48 226,79 53,150 227,151
14 289,351 307,353 283,395 302,395
18 309,353 327,356 304,395 322,396
17 328,356 344,358 324,396 340,396
8 350,358 364,360 348,397 362,397
5 366,360 378,362 364,397 377,397
9 380,362 393,363 379,397 392,398
2 393,363 405,365 393,398 405,398
plate 290,335 408,353 278,407 408,408
