24 89,176 94,175 86,185 90,185
28 94,175 100,174 91,185 96,185
14 100,174 105,173 96,185 102,184
9 108,173 116,171 105,184 113,184
0 117,171 125,170 114,184 122,183
1 126,169 137,167 123,183 135,183
7 138,167 151,165 136,183 150,182
plate 90,172 156,157 84,188 156,187
19 162,412 171,412 167,430 175,430
15 172,412 182,411 176,430 186,430
30 183,411 193,411 187,430 197,430
8 198,410 209,410 202,430 212,430
5 210,410 222,409 213,430 224,430
9 223,409 235,409 225,430 237,430
3 237,408 250,408 238,430 251,429
plate 159,405 253,399 167,434 253,434
