14 59,389 96,393 75,465 110,466
17 101,394 135,398 114,467 145,467
17 137,398 168,402 147,467 176,468
3 182,404 210,407 189,469 215,469
2 213,407 238,410 218,469 241,470
0 240,410 263,413 243,470 265,471
3 266,413 288,416 268,471 288,471
plate 46,354 293,393 75,485 293,485
27 276,351 287,352 280,371 290,372
33 288,352 298,352 292,372 301,372
21 298,352 308,353 301,372 311,372
3 313,353 322,353 315,372 324,372
1 323,353 332,353 325,372 333,372
5 333,353 342,354 334,372 343,372
0 343,354 351,354 344,372 351,372
plate 273,342 354,346 280,377 354,377
