18 61,185 75,184 70,213 84,213
10 77,184 93,182 86,213 101,212
17 95,182 112,181 103,212 119,212
2 120,180 140,178 127,212 146,211
3 142,178 164,176 148,211 168,211
1 166,175 190,173 171,211 193,210
0 193,173 220,170 196,210 221,210
plate 55,175 228,153 71,219 229,218
14 120,375 130,376 122,396 132,397
33 132,376 142,377 133,397 143,397
31 142,377 152,377 143,397 153,397
9 156,377 165,378 157,397 166,397
3 166,378 174,378 167,397 174,397
1 175,378 183,379 175,397 184,397
8 184,379 192,379 185,397 192,397
plate 118,366 194,371 121,402 194,402
