11 323,185 349,188 332,236 357,237
15 350,189 374,191 358,237 380,237
16 375,192 397,194 381,237 401,238
4 405,195 423,198 409,238 426,239
8 425,198 442,200 428,239 443,239
7 443,200 458,202 445,239 459,240
3 460,202 474,204 461,240 474,240
plate 315,161 478,188 332,249 478,250
26 19,147 58,152 37,227 72,228
14 62,153 97,157 76,228 108,229
28 100,158 131,162 110,229 139,230
6 145,164 172,168 152,230 178,231
2 176,168 201,171 180,231 204,232
9 202,172 225,175 206,232 227,233
5 228,175 249,178 230,233 250,233
plate 6,110 254,155 37,246 255,247
