27 50,25 66,24 61,52 76,52
26 67,24 84,23 77,52 93,52
32 85,23 103,22 94,52 111,52
4 111,21 130,20 119,52 136,51
0 132,20 152,19 138,51 156,51
6 154,18 175,17 159,51 178,51
8 178,17 200,15 181,51 201,50
plate 43,12 207,-1 62,59 208,59
29 159,185 181,189 146,243 171,244
23 183,189 203,193 173,244 196,245
33 205,193 224,196 198,245 218,245
4 231,197 247,199 226,246 244,247
7 249,200 264,202 246,247 262,247
0 266,202 279,205 263,247 278,248
2 281,205 294,207 280,248 293,249
plate 160,166 297,193 140,258 297,260
