13 70,346 86,345 63,383 80,383
14 88,345 105,344 81,383 99,383
13 106,344 124,344 101,382 119,382
3 131,343 149,343 126,382 145,382
7 151,343 169,342 147,382 166,382
3 171,342 190,341 168,382 188,382
0 192,341 211,341 190,382 211,381
plate 71,333 216,326 59,392 216,392
12 145,184 159,182 153,209 167,209
23 160,182 176,180 169,208 185,208
23 178,179 196,177 186,208 203,207
5 205,176 227,173 213,207 234,206
5 229,172 255,169 236,206 261,206
0 258,168 288,164 263,205 292,205
3 292,164 329,159 296,204 330,203
plate 140,173 340,136 154,216 341,214
