27 250,380 257,379 245,395 252,395
12 257,379 265,378 253,395 261,395
20 266,378 274,377 262,395 270,394
8 278,377 287,376 275,394 284,394
5 288,376 299,374 285,394 297,394
7 300,374 311,373 298,394 310,393
3 312,373 326,371 311,393 326,393
plate 251,375 329,364 244,399 328,398
15 62,76 79,75 67,108 84,108
23 81,75 99,73 85,108 103,108
25 101,73 120,72 105,108 124,107
2 129,71 151,69 133,107 153,107
0 153,69 176,67 155,107 178,106
3 178,67 203,65 180,106 204,106
3 205,65 233,63 207,106 233,105
plate 58,63 239,45 67,117 239,116
