15 144,36 158,34 136,66 151,66
12 160,34 176,32 153,66 169,65
12 177,32 195,29 171,65 188,64
3 204,28 224,25 198,64 219,63
3 226,25 249,22 221,63 245,62
0 251,22 277,19 247,62 274,61
4 281,18 310,14 278,61 309,60
plate 145,24 319,-3 133,75 318,74
21 105,395 129,396 91,452 117,452
25 131,396 155,397 119,452 145,452
27 157,397 179,398 147,452 171,452
5 189,398 212,399 182,453 207,453
1 214,399 235,400 208,453 231,453
3 237,400 258,401 234,453 256,453
6 260,401 279,402 258,453 279,454
plate 107,375 285,384 84,469 285,469
