17 49,312 70,311 33,361 55,361
25 72,311 94,310 58,361 81,360
32 96,310 118,309 83,360 107,360
3 128,309 152,307 118,360 144,360
6 155,307 179,306 146,360 173,359
9 181,306 206,305 175,359 202,359
9 209,305 234,304 205,359 233,359
plate 53,295 242,284 25,376 241,375
24 355,93 362,93 358,106 364,106
19 363,93 370,92 365,106 373,106
14 370,92 379,92 373,106 381,106
0 383,91 392,90 385,106 394,106
4 393,90 402,90 395,106 403,106
0 403,89 414,89 404,106 415,105
7 415,88 426,88 416,105 426,105
plate 353,88 430,79 358,110 430,110
