32 55,300 83,302 47,365 76,365
31 87,302 113,304 80,365 108,366
18 116,304 141,306 110,366 137,366
8 153,306 177,308 149,366 174,367
3 180,308 203,309 177,367 201,367
1 205,310 228,311 203,367 226,368
8 230,311 252,312 229,368 252,368
plate 55,276 258,292 41,383 257,384
12 182,119 194,121 176,149 189,150
16 195,121 207,123 191,150 203,150
32 208,123 218,124 205,150 215,150
0 222,125 231,126 220,151 230,151
5 232,126 241,127 231,151 240,151
1 242,127 250,128 241,151 249,152
7 250,129 258,130 250,152 258,152
plate 182,109 259,122 174,157 259,157
