16 56,285 74,287 63,324 80,324
18 76,287 93,289 82,324 98,324
31 95,289 112,291 100,324 116,325
8 118,291 133,293 122,325 136,325
1 134,293 148,294 137,325 150,326
1 149,294 162,296 151,326 163,326
6 164,296 175,297 164,326 175,326
plate 49,268 178,286 62,333 178,334
20 260,45 271,44 269,64 280,64
27 272,44 284,42 280,64 293,63
28 285,42 300,40 294,63 308,63
7 307,39 324,37 315,63 331,62
4 326,36 346,34 333,62 352,62
2 348,33 372,30 354,61 376,61
9 375,30 404,26 379,61 405,60
plate 254,37 414,8 270,69 414,68
