22 86,140 94,139 89,153 96,153
31 94,139 102,138 97,153 104,152
27 102,138 110,138 104,152 112,152
6 114,137 124,137 116,152 125,152
5 125,136 134,136 126,152 135,152
5 135,136 146,135 136,152 146,152
4 147,135 157,134 147,152 158,151
plate 84,134 161,125 89,156 162,156
17 263,428 287,430 268,476 291,477
20 288,430 310,433 292,477 313,477
32 312,433 332,435 315,477 334,478
4 340,436 358,438 343,478 359,479
4 360,438 376,440 361,479 377,479
2 378,440 392,442 378,479 393,479
1 394,442 408,443 395,479 408,480
plate 258,406 412,428 266,489 412,490
