14 66,166 80,167 70,194 83,195
15 81,167 95,167 84,195 97,195
13 97,167 110,168 100,195 112,195
5 115,168 128,169 117,195 129,195
6 129,169 141,169 130,195 142,195
7 143,169 155,170 144,195 155,195
0 156,170 167,171 156,195 167,196
plate 63,154 170,160 70,202 170,202
20 250,364 268,367 240,412 261,413
23 271,368 288,371 263,413 283,414
31 289,371 305,374 284,414 301,415
8 311,375 324,377 308,415 322,416
0 326,378 338,380 323,416 336,417
9 339,380 350,382 338,417 350,417
3 351,382 362,384 350,417 361,418
plate 251,346 364,372 234,426 364,428
