30 80,243 94,245 85,273 98,273
28 95,245 109,246 99,273 112,274
28 110,247 122,248 113,274 124,274
9 127,248 138,250 129,274 139,274
4 139,250 149,251 140,275 150,275
8 150,251 159,252 151,275 160,275
2 160,252 169,253 161,275 169,275
plate 76,231 171,245 84,279 171,280
24 95,20 104,21 90,41 100,41
17 105,21 114,21 101,41 111,41
19 114,21 123,22 111,41 120,41
6 126,22 135,22 124,42 133,42
3 135,22 142,23 134,42 141,42
4 143,23 151,23 142,42 150,42
6 152,23 158,24 151,42 158,42
plate 96,12 161,17 88,47 161,48
