20 46,392 68,391 60,431 80,431
22 70,391 93,390 82,431 103,430
18 95,389 117,388 105,430 127,430
7 129,388 153,387 138,430 160,430
0 155,387 181,386 162,430 186,430
4 184,385 210,384 189,430 213,429
3 213,384 241,383 216,429 242,429
plate 38,374 248,362 61,441 249,440
22 286,195 292,194 290,208 296,208
26 293,194 301,193 297,207 305,207
16 302,193 310,192 306,207 314,207
5 315,191 325,190 318,207 328,207
2 326,190 338,188 329,207 341,206
9 340,188 353,187 342,206 355,206
8 354,186 372,184 356,206 372,205
plate 283,190 375,175 290,210 375,210
