21 266,397 290,397 282,441 304,441
22 292,397 317,396 306,441 330,441
33 319,396 344,395 332,441 355,441
7 356,394 384,393 366,441 392,441
8 386,393 413,392 394,441 419,440
7 417,392 445,391 423,440 449,440
6 448,391 477,390 451,440 478,440
plate 256,378 486,367 283,452 486,452
32 67,272 83,270 53,308 70,307
26 84,270 102,268 71,307 90,307
33 103,268 121,266 91,307 110,306
1 130,266 150,264 120,306 141,305
7 152,264 173,261 143,305 167,305
8 175,261 198,259 169,305 194,304
0 201,259 226,257 198,304 225,303
plate 70,259 233,239 47,319 232,318
