18 49,85 65,84 57,112 71,112
20 65,84 82,83 72,112 88,112
15 82,83 100,81 89,112 105,111
1 108,81 126,80 113,111 130,111
3 128,79 147,78 132,111 150,110
6 149,78 170,76 152,110 172,110
7 173,76 195,75 175,110 196,110
plate 45,73 202,58 57,119 202,119
17 377,34 388,35 381,59 392,59
29 390,35 402,36 393,59 405,60
27 403,36 414,36 406,60 417,60
9 420,36 430,37 422,60 432,60
7 431,37 443,37 433,60 444,60
4 444,37 453,38 445,60 454,60
6 454,38 465,38 455,60 465,60
plate 374,25 467,30 380,65 467,65
