14 74,81 90,84 68,122 85,123
33 92,84 107,87 87,123 103,124
26 109,87 123,89 105,124 120,125
5 129,90 141,92 126,125 139,126
4 142,92 153,94 140,126 152,126
9 154,94 165,96 153,126 164,127
9 166,96 175,98 165,127 175,127
plate 74,66 177,88 63,135 177,136
29 395,129 412,131 398,169 416,169
13 415,131 431,133 418,169 434,170
19 434,133 449,135 436,170 451,170
5 456,136 470,138 457,170 471,171
2 471,138 484,140 472,171 485,171
4 485,140 497,141 486,171 497,172
6 499,141 509,143 499,172 509,172
plate 390,112 512,132 397,179 512,180
