20 64,170 74,168 70,188 80,188
16 75,168 87,167 81,188 92,187
25 88,167 101,165 93,187 106,187
9 107,164 122,162 112,187 126,186
9 124,162 141,160 128,186 145,186
2 144,159 165,156 147,186 168,185
8 167,156 192,153 169,185 193,184
plate 60,162 199,138 70,193 200,192
13 259,330 288,332 269,387 296,387
33 290,332 318,334 299,387 325,388
23 320,334 345,336 327,388 350,388
8 357,337 380,338 362,388 384,389
3 382,338 406,340 386,389 408,389
7 408,340 429,341 410,389 430,390
0 432,341 452,343 433,390 452,390
plate 252,305 457,323 269,402 457,402
