28 48,136 65,137 53,173 69,173
14 68,137 84,139 72,174 87,174
13 86,139 102,141 89,174 104,174
9 108,141 123,143 111,174 125,175
8 124,143 137,144 125,175 139,175
7 138,144 151,145 139,175 152,175
7 153,145 164,146 153,175 164,176
plate 43,120 167,135 52,183 167,183
24 277,213 296,216 269,261 290,262
19 298,217 316,220 292,262 311,263
14 317,220 333,223 313,263 330,264
8 340,224 353,226 337,264 351,264
5 355,226 367,228 353,265 365,265
1 368,229 380,231 367,265 379,266
7 380,231 391,233 380,266 391,266
plate 278,195 394,221 264,275 394,276
