33 81,170 104,172 74,223 98,224
15 106,173 127,175 100,224 122,225
31 129,175 148,177 124,225 144,225
4 156,178 173,180 152,226 171,226
0 175,181 191,182 172,226 189,227
8 193,183 208,184 191,227 207,227
7 209,184 224,186 209,227 223,228
plate 82,151 227,172 70,237 227,238
29 199,441 206,441 192,460 200,459
25 207,441 216,440 201,459 210,459
14 217,440 225,439 211,459 220,459
0 229,439 238,438 225,459 234,459
5 239,438 249,438 235,459 247,459
0 250,438 260,437 248,459 258,458
4 261,437 273,436 260,458 272,458
plate 200,435 275,429 189,464 274,464
