20 52,449 80,451 61,505 88,505
20 83,451 110,453 90,505 116,506
32 112,453 137,454 118,506 142,506
3 149,455 172,456 153,506 175,506
5 174,456 197,458 177,506 199,507
3 199,458 220,459 201,507 222,507
6 223,459 244,460 224,507 244,507
plate 46,425 249,440 62,519 249,520
25 162,253 180,253 167,290 185,290
26 182,253 201,252 187,290 205,290
19 203,252 222,252 207,290 225,290
8 230,251 250,251 233,290 252,290
3 252,251 272,250 255,290 274,289
9 274,250 295,249 276,289 296,289
5 298,249 319,249 299,289 319,289
plate 158,239 325,233 167,299 325,299
