17 276,106 290,105 267,136 282,135
11 291,105 305,104 283,135 298,135
16 306,104 322,103 299,135 315,135
6 329,102 344,101 323,135 339,134
2 346,101 362,100 341,134 359,134
4 364,100 381,99 361,134 379,134
5 383,99 402,97 381,134 401,133
plate 278,94 407,84 263,145 407,144
28 103,160 138,164 118,228 149,229
15 141,165 171,169 152,229 180,230
22 174,169 200,173 182,230 207,231
0 213,174 236,178 218,231 240,232
4 238,178 260,181 242,232 263,232
2 262,181 281,184 264,233 283,233
7 284,184 302,186 285,233 302,234
plate 94,128 306,167 118,245 306,246
