32 33,376 59,378 43,427 67,428
16 62,378 87,379 70,428 93,428
11 89,380 113,381 95,428 118,428
0 123,381 145,383 127,429 148,429
1 147,383 168,384 150,429 171,429
0 170,384 191,385 172,429 192,429
7 193,386 212,387 194,429 212,430
plate 27,354 217,369 43,441 217,441
10 99,318 104,317 96,330 102,330
20 105,317 112,316 102,330 109,330
22 112,316 120,315 110,330 117,329
7 124,314 133,313 122,329 131,329
9 134,313 145,311 132,329 143,328
4 146,311 158,309 144,328 157,328
5 160,308 176,306 159,328 176,327
plate 99,314 180,298 95,333 179,332
