30 348,409 356,408 353,423 360,422
22 356,408 365,407 361,422 370,422
10 366,407 375,406 371,422 379,422
5 380,405 390,404 384,422 394,422
5 391,404 404,403 395,422 407,421
3 405,403 418,401 408,421 420,421
2 420,401 436,400 421,421 436,421
plate 345,403 439,390 354,426 439,425
15 52,154 77,157 38,215 66,216
28 80,157 103,160 69,216 95,216
11 105,160 127,162 97,216 120,217
8 137,163 156,166 131,218 152,218
8 158,166 177,168 154,218 174,219
5 178,168 195,170 176,219 194,219
5 197,171 213,172 196,220 213,220
plate 54,131 218,155 31,233 217,234
