14 82,271 89,270 86,282 93,282
19 89,270 96,269 93,282 100,282
25 96,269 104,268 100,282 108,281
7 108,268 117,267 111,281 120,281
3 118,267 128,266 121,281 130,281
9 129,266 141,264 131,281 142,280
4 142,264 154,263 144,280 155,280
plate 80,266 159,254 87,285 159,284
32 164,357 181,356 158,394 175,394
28 182,356 199,356 177,394 194,394
33 201,356 218,355 196,394 214,393
4 226,355 244,354 222,393 241,393
1 246,354 264,353 243,393 262,393
9 266,353 285,352 264,393 284,393
4 287,352 307,352 286,393 306,393
plate 165,344 312,337 154,404 312,403
