20 40,330 57,328 47,362 63,362
26 58,328 77,326 65,362 84,361
31 79,326 100,324 85,361 105,361
3 110,322 135,319 115,360 140,360
5 137,319 164,316 142,360 168,359
8 168,316 198,312 171,359 201,358
5 201,312 237,308 204,358 237,357
plate 35,318 248,285 47,371 248,370
25 172,149 187,150 163,186 179,187
18 189,151 202,152 181,187 196,187
29 204,152 217,154 198,187 212,188
9 223,155 235,156 218,188 232,188
6 235,156 247,158 232,188 245,189
8 247,158 258,159 246,189 257,189
8 260,159 269,160 259,189 268,190
plate 173,136 271,150 157,198 271,199
