13 268,150 280,150 273,176 285,176
12 282,150 295,149 287,176 299,175
20 297,149 311,149 301,175 314,175
6 317,149 332,148 320,175 334,175
8 333,148 348,147 335,175 350,175
5 349,147 365,147 351,175 366,175
1 367,147 383,146 368,175 383,175
plate 264,140 387,134 272,182 388,182
33 56,440 79,441 51,489 74,489
14 81,441 103,442 76,489 99,490
14 105,442 126,443 101,490 122,490
9 134,444 154,445 131,490 152,490
3 156,445 175,446 154,490 174,491
0 177,446 196,447 176,491 195,491
5 197,447 215,448 197,491 215,491
plate 56,421 219,432 47,503 219,504
