31 56,362 71,360 67,389 83,389
32 73,360 90,358 84,388 101,388
22 92,358 110,355 102,388 120,387
9 121,354 143,352 130,387 152,387
4 145,351 172,348 154,387 179,386
3 175,348 205,344 181,386 209,385
1 209,344 244,339 213,385 246,384
plate 49,351 255,317 69,396 256,395
23 168,144 182,143 161,173 176,173
28 182,143 197,142 176,173 192,172
17 198,142 213,141 192,172 208,172
1 220,140 236,139 216,172 232,171
7 238,139 255,138 234,171 252,171
3 257,137 275,136 254,171 273,171
3 277,136 296,134 276,171 296,170
plate 169,133 302,120 158,181 302,181
