16 69,267 85,269 75,300 91,301
31 87,269 102,270 92,301 106,301
10 104,271 118,272 108,301 122,301
9 124,273 137,274 127,302 139,302
1 138,274 150,275 140,302 151,302
3 152,275 163,276 153,302 163,302
3 163,277 174,278 164,302 174,303
plate 64,252 176,267 76,309 176,309
14 290,209 299,208 294,224 302,224
26 300,208 309,207 303,224 312,224
12 311,206 321,205 314,224 324,224
5 326,205 338,203 328,223 340,223
0 339,203 352,202 341,223 354,223
3 354,201 370,200 356,223 371,222
7 371,199 389,198 372,222 389,222
plate 288,202 393,186 294,229 394,228
