19 57,214 90,216 69,281 100,282
20 94,217 125,219 104,282 133,282
12 127,219 157,221 135,282 163,283
6 170,222 198,224 176,283 202,283
2 201,224 227,226 205,283 230,284
1 229,226 254,228 232,284 255,284
6 256,228 280,230 258,284 280,285
plate 48,184 286,207 69,298 286,299
17 172,340 187,338 156,373 171,373
15 188,338 204,335 172,373 190,372
20 206,335 224,333 191,372 210,371
6 232,331 254,328 219,371 242,370
4 255,328 279,325 244,370 269,369
4 282,324 308,321 273,369 302,368
0 310,320 340,316 304,367 338,366
plate 176,328 350,298 149,384 349,382
