16 48,318 71,323 34,379 61,380
28 73,323 94,327 63,381 86,382
19 96,328 114,331 88,382 109,383
7 122,333 138,336 117,383 134,384
1 139,336 154,339 136,384 151,385
2 155,339 168,342 153,385 167,386
3 169,342 181,345 168,386 181,387
plate 49,298 184,331 27,396 184,398
21 136,146 145,145 143,164 152,164
29 147,145 157,144 154,164 164,164
17 159,144 171,142 165,164 177,164
7 177,142 192,140 183,163 197,163
8 193,140 209,138 198,163 213,163
3 210,138 229,136 214,163 231,162
2 232,136 251,134 234,162 252,162
plate 131,139 258,121 144,169 258,168
