18 58,347 93,350 72,418 105,419
32 97,350 130,353 109,419 139,419
16 132,353 162,356 141,420 170,420
5 176,357 203,360 182,420 208,421
3 206,360 232,363 211,421 235,422
1 234,363 258,365 237,422 260,422
0 261,365 284,367 263,422 284,423
plate 47,315 290,344 72,436 290,437
26 209,225 219,224 202,247 212,246
21 220,223 231,222 213,246 225,246
13 232,222 245,220 225,246 238,246
2 250,219 264,218 244,245 258,245
4 266,218 280,216 260,245 276,244
4 282,215 300,213 278,244 298,243
0 302,213 322,210 299,243 321,243
plate 211,217 327,198 198,253 327,252
