11 69,325 96,326 62,385 90,385
15 98,326 124,328 92,385 119,386
32 126,328 150,330 121,386 146,386
7 161,330 184,332 157,386 182,387
5 186,332 208,333 184,387 206,387
0 210,334 231,335 209,387 230,387
3 233,335 253,336 232,387 253,388
plate 68,302 259,317 57,402 259,403
20 357,344 365,343 365,358 373,358
22 366,342 375,341 374,358 383,358
11 377,341 388,340 384,358 394,357
6 393,339 405,338 399,357 411,357
4 406,338 420,336 412,357 425,357
1 423,336 439,334 427,357 442,356
4 441,334 460,332 444,356 461,356
plate 353,337 465,320 366,362 466,361
