31 326,182 340,181 313,214 328,213
12 341,181 356,179 329,213 344,213
27 357,179 372,178 346,213 363,213
0 379,177 396,175 370,212 388,212
3 398,175 415,174 390,212 409,211
9 417,173 437,172 412,211 433,211
0 439,171 459,170 435,211 458,210
plate 329,172 465,156 308,222 465,222
19 66,221 85,222 55,263 75,263
31 86,222 103,223 76,264 95,264
29 104,223 121,224 96,264 115,264
7 128,225 143,226 123,264 139,265
9 145,226 159,227 141,265 157,265
2 161,227 175,228 158,265 173,265
4 176,228 189,229 175,265 189,266
plate 68,205 193,216 49,276 193,277
