18 52,177 78,181 42,239 71,241
23 81,182 104,186 73,241 99,242
29 106,186 128,190 101,242 123,243
9 136,191 155,194 132,243 152,244
0 156,195 173,198 154,244 172,245
9 175,198 190,200 173,245 189,246
6 192,201 206,203 191,246 205,247
plate 53,154 209,187 36,258 209,260
33 224,257 240,256 215,292 231,292
32 242,256 259,254 233,292 251,291
22 261,254 279,252 253,291 272,291
7 288,251 309,249 281,290 303,290
3 310,249 333,247 305,290 329,289
5 335,246 359,244 331,289 356,288
6 363,244 389,241 360,288 388,287
plate 226,245 396,223 210,302 396,301
