10 66,64 82,62 73,95 90,95
18 84,62 103,59 92,95 110,94
23 105,59 126,56 112,94 132,93
3 136,55 162,51 143,93 167,92
7 165,51 194,47 171,92 199,91
4 197,47 231,42 201,91 235,90
0 236,42 277,36 239,90 278,89
plate 61,51 289,11 74,103 290,102
14 234,163 250,165 240,196 255,196
28 251,165 266,166 256,196 270,197
14 269,167 283,168 272,197 285,197
8 288,168 301,170 291,197 303,197
3 302,170 314,171 303,197 315,198
7 315,171 326,172 317,198 327,198
8 327,172 338,173 328,198 338,198
plate 230,149 340,163 240,204 340,205
