29 383,263 397,263 390,290 403,290
12 398,263 414,262 405,290 419,290
28 414,262 430,261 420,290 435,290
3 437,260 453,260 442,289 457,289
2 456,259 472,258 459,289 475,289
6 475,258 493,257 477,289 495,289
1 495,257 515,256 496,289 515,288
plate 379,252 520,242 390,297 520,297
28 68,110 86,109 77,144 95,143
23 88,109 107,108 97,143 115,143
32 109,108 130,106 117,143 137,143
4 139,106 161,104 145,143 167,142
8 163,104 187,103 169,142 191,142
5 189,102 215,101 193,142 217,142
1 217,101 244,99 220,142 245,141
plate 62,96 251,80 78,152 252,152
