24 40,320 64,321 34,373 60,374
15 66,321 90,322 62,374 87,374
13 92,322 114,323 89,374 111,374
7 125,324 146,325 122,374 144,375
6 148,325 169,326 146,375 168,375
8 171,326 191,327 170,375 190,375
0 193,327 212,328 193,375 212,376
plate 39,299 217,310 31,389 217,389
27 326,399 357,403 338,460 367,461
19 360,403 388,407 369,461 395,462
26 390,407 415,410 397,462 421,463
0 425,412 447,414 430,463 451,464
1 449,415 470,417 453,464 472,465
0 471,418 490,420 474,465 491,465
0 492,420 508,422 493,465 509,466
plate 317,371 512,405 339,476 512,477
