10 57,163 88,165 69,227 99,227
11 92,165 122,166 102,227 131,227
24 125,166 154,168 133,227 160,228
1 167,168 195,170 173,228 199,228
1 198,170 224,171 202,228 227,228
3 226,171 252,173 229,228 254,229
1 255,173 279,174 256,229 280,229
plate 48,135 286,151 68,243 286,243
25 258,343 273,342 251,377 267,377
14 275,342 290,341 269,376 285,376
33 292,341 309,340 287,376 304,376
6 316,339 334,338 312,376 330,375
5 336,338 354,337 332,375 352,375
6 357,337 376,335 354,375 375,375
0 379,335 400,334 377,375 399,374
plate 259,332 406,319 248,385 405,385
