25 55,30 74,31 63,71 82,71
14 77,32 97,33 84,71 102,72
23 98,33 116,35 104,72 121,72
4 124,35 140,36 128,72 143,72
3 142,37 157,38 145,72 160,73
8 159,38 175,39 161,73 176,73
8 176,39 190,40 177,73 190,73
plate 48,12 194,26 63,81 194,82
29 131,395 146,392 118,427 133,426
12 147,392 163,390 134,426 151,425
15 165,390 182,387 153,425 171,424
4 191,386 213,383 181,424 204,423
7 215,382 239,379 206,423 231,422
0 242,378 269,374 234,422 264,421
1 272,374 303,369 267,421 302,419
plate 134,383 313,351 113,436 313,435
