32 98,253 124,256 87,314 116,314
31 126,256 151,259 118,314 144,315
29 153,259 175,261 146,315 169,316
4 185,262 205,265 180,316 201,317
0 207,265 226,267 203,317 224,317
2 228,267 245,269 225,318 244,318
3 247,269 264,271 246,318 264,319
plate 99,230 268,253 82,332 268,333
22 2,38 14,37 -6,64 5,63
16 15,36 29,34 6,63 20,62
31 30,34 45,32 22,62 37,62
4 52,31 71,28 45,61 64,61
2 73,27 94,24 66,60 88,59
4 96,24 121,20 90,59 117,58
3 123,19 153,15 120,58 152,57
plate 4,29 161,0 -10,71 160,70
