32 75,272 90,270 65,305 81,305
12 91,270 109,268 82,305 100,304
11 110,268 129,265 102,304 121,303
5 138,264 160,261 130,303 154,302
6 162,261 187,257 156,302 181,301
3 190,257 217,253 185,301 214,300
0 220,253 252,249 217,300 250,299
plate 76,260 262,230 61,315 261,314
24 294,20 308,19 285,50 299,49
13 308,19 323,18 300,49 315,49
16 324,18 339,17 316,49 332,49
6 346,16 361,15 340,49 356,48
6 363,15 380,14 358,48 376,48
4 382,14 399,13 378,48 397,47
5 401,13 419,11 399,47 419,47
plate 296,9 425,-2 281,59 425,58
