13 274,184 286,181 257,212 269,212
15 287,181 302,179 270,211 285,211
23 303,178 319,175 286,211 303,210
0 327,174 347,170 311,209 333,208
1 349,170 372,165 335,208 360,206
3 375,165 403,160 363,206 394,205
8 405,159 439,153 397,204 436,202
plate 279,174 450,136 250,221 448,219
28 71,103 85,101 59,135 73,134
15 86,101 103,99 75,134 92,134
18 104,99 122,96 93,134 112,133
6 131,95 152,91 121,132 144,132
3 154,91 178,88 146,131 171,130
8 182,87 209,83 175,130 205,129
6 212,83 244,78 207,129 242,127
plate 73,92 254,59 54,144 254,143
