11 41,441 72,443 54,501 83,502
20 75,444 103,446 85,502 112,502
24 106,446 132,449 114,502 138,503
8 144,450 167,452 150,503 172,503
9 170,452 193,454 174,503 196,504
0 195,454 215,456 197,504 217,504
0 218,456 238,458 220,504 238,505
plate 32,414 243,438 55,516 243,517
20 93,212 107,214 88,244 102,244
16 108,214 120,215 103,244 117,244
14 123,215 134,216 119,244 131,245
1 139,217 150,218 136,245 148,245
3 151,218 161,219 149,245 160,245
5 163,219 172,220 162,245 172,246
7 173,220 182,221 173,246 182,246
plate 94,201 185,211 85,253 185,254
