12 87,43 98,41 70,71 82,70
15 99,41 114,38 83,70 97,69
25 115,38 131,35 99,69 115,68
9 139,33 159,30 123,68 145,67
8 161,29 184,25 147,67 172,65
4 187,24 215,19 175,65 206,63
1 217,18 252,12 209,63 249,61
plate 91,34 264,-5 64,79 262,77
16 162,220 178,218 148,256 165,256
11 179,218 197,216 166,256 185,255
26 199,216 218,214 186,255 206,254
6 227,213 249,210 216,254 240,253
0 251,210 274,207 242,253 267,252
1 277,207 303,204 270,252 298,251
4 305,203 334,200 301,251 332,250
plate 165,208 343,182 142,267 342,266
