17 331,353 340,353 335,371 344,371
21 341,353 351,352 345,371 354,371
20 352,352 362,351 355,371 365,371
1 367,351 377,351 370,370 380,370
4 379,350 391,350 381,370 392,370
8 392,350 404,349 393,370 405,370
2 405,349 418,348 406,370 419,370
plate 329,346 421,340 335,375 421,374
19 65,120 83,119 50,162 69,162
11 85,119 104,117 71,162 92,161
28 106,117 126,116 94,161 115,161
4 135,115 158,113 125,160 149,160
3 159,113 182,112 151,160 176,159
6 185,111 209,110 179,159 205,159
9 211,109 237,107 207,159 235,158
plate 68,106 244,89 43,175 244,174
