29 278,244 307,247 291,301 318,302
19 310,247 337,250 321,302 346,303
28 340,250 365,253 348,303 371,303
2 375,254 397,256 380,304 401,304
2 399,256 420,258 403,304 423,305
3 422,258 442,260 425,305 443,305
2 444,260 462,262 445,305 462,305
plate 269,219 466,244 292,316 466,317
22 65,404 81,402 55,439 71,438
13 83,402 101,399 73,438 92,437
16 102,399 122,396 93,437 114,436
6 132,395 155,391 124,436 148,435
2 158,391 185,387 151,435 179,434
5 187,387 217,383 181,434 213,433
6 221,382 256,377 217,433 255,431
plate 67,391 266,356 51,449 266,447
