31 73,367 88,366 68,399 82,398
20 89,365 105,364 84,398 100,398
31 106,364 123,363 102,398 119,398
0 130,362 148,361 126,397 144,397
2 150,360 169,359 146,397 166,397
8 171,359 191,357 169,396 190,396
9 194,357 216,355 192,396 215,396
plate 74,356 222,340 65,407 222,406
13 82,255 99,254 95,285 111,285
25 101,253 120,252 113,285 131,285
24 121,252 142,250 132,285 151,284
0 151,250 173,248 160,284 181,284
9 176,248 200,246 183,284 206,283
7 203,245 229,243 208,283 233,283
0 232,243 262,241 236,283 263,282
plate 75,242 269,221 96,293 270,293
