33 50,445 78,449 41,512 71,513
24 80,449 108,452 73,513 102,514
25 110,452 134,455 104,514 130,515
8 145,456 168,459 141,516 165,516
2 169,459 190,462 167,516 188,517
4 192,462 211,464 190,517 210,518
4 213,464 231,466 212,518 231,518
plate 50,420 236,448 34,532 236,533
21 306,224 324,223 313,258 331,258
12 326,223 345,222 332,258 351,257
31 347,222 367,220 353,257 372,257
2 376,220 398,218 381,257 402,257
9 400,218 424,217 404,257 426,256
1 426,217 451,215 429,256 452,256
7 453,215 479,213 455,256 480,255
plate 302,210 486,195 313,267 486,267
