24 32,271 57,272 16,330 43,331
21 59,273 83,274 46,331 72,331
11 85,274 107,276 74,332 99,332
3 117,276 139,278 110,332 134,333
4 141,278 162,279 136,333 158,333
6 164,280 184,281 160,333 181,333
5 185,281 204,282 183,333 203,334
plate 35,250 209,264 8,349 209,349
31 187,80 226,86 203,160 238,161
19 230,86 265,91 242,161 274,162
16 267,91 298,96 277,163 306,164
1 312,98 339,101 318,164 344,165
2 342,102 367,105 346,165 370,166
3 369,105 391,108 372,166 393,166
9 394,109 415,112 395,166 415,167
plate 175,44 420,89 202,180 420,181
