13 69,393 91,394 59,442 82,443
28 93,394 114,395 84,443 106,443
32 116,395 136,396 108,443 130,443
6 144,397 163,398 139,443 159,444
9 165,398 183,399 161,444 181,444
4 185,399 203,400 182,444 201,444
1 204,400 222,401 203,444 221,445
plate 71,375 226,386 53,457 225,458
13 361,139 370,138 358,158 366,158
16 371,138 380,136 368,157 377,157
12 382,136 393,135 379,157 390,157
4 398,134 411,133 396,157 409,156
5 412,132 427,131 410,156 425,156
2 428,130 444,128 426,156 443,155
5 447,128 464,126 446,155 464,154
plate 361,132 470,115 355,163 469,163
