23 142,212 150,211 137,230 144,229
14 151,211 160,209 146,229 155,229
26 161,209 172,207 156,229 167,228
6 178,206 190,204 173,228 186,227
9 192,203 208,201 188,227 204,226
8 210,200 230,197 206,226 227,225
6 231,196 256,192 228,225 255,224
plate 143,206 263,179 134,235 262,233
18 64,53 79,51 79,79 94,79
12 80,50 98,48 95,79 113,78
22 100,48 120,45 114,78 133,78
2 130,44 155,41 143,77 167,77
6 157,40 185,37 169,77 195,76
3 189,36 223,32 199,76 230,75
7 226,31 268,26 233,75 270,74
plate 55,41 281,1 81,86 282,85
