27 30,346 56,348 25,403 51,404
22 58,348 83,350 54,404 79,404
31 85,350 107,352 81,404 104,405
9 118,353 139,354 115,405 137,405
0 141,354 161,356 139,405 160,406
6 163,356 182,357 162,406 181,406
1 185,358 203,359 184,406 203,406
plate 30,324 208,341 21,419 207,420
28 241,421 250,420 235,440 244,440
29 251,420 260,418 245,440 255,440
22 262,418 273,417 256,440 268,439
8 278,416 290,415 273,439 286,439
6 291,415 305,413 287,439 302,438
4 306,413 322,411 303,438 320,437
2 324,410 341,408 322,437 340,437
plate 242,414 346,398 232,446 346,445
