0 211,282 226,281 201,315 216,315
7 227,281 243,280 218,315 235,314
0 245,280 260,279 237,314 253,314
8 262,279 278,278 255,314 273,314
15 287,277 304,276 283,314 302,313
29 306,276 324,275 304,313 323,313
plate 214,271 328,263 196,325 328,324
30 331,445 359,448 339,502 366,503
20 362,449 388,451 369,503 393,504
9 402,453 425,455 406,504 428,505
4 428,455 449,458 431,505 451,505
9 452,458 471,460 454,505 472,506
9 474,460 492,462 475,506 492,507
plate 323,421 496,445 338,518 496,519
