28 226,126 232,125 230,137 236,137
23 233,125 240,124 237,137 244,137
23 241,124 249,123 245,137 253,137
2 253,122 263,121 257,137 266,136
0 264,121 277,119 267,136 279,136
2 278,119 292,117 281,136 294,135
5 293,117 312,114 295,135 312,135
plate 224,122 315,105 231,140 316,139
16 50,196 68,194 62,227 80,227
32 69,194 89,192 81,227 100,226
15 91,192 111,190 102,226 121,226
0 122,189 145,187 131,225 153,225
2 147,186 174,184 155,225 181,224
9 177,184 205,181 183,224 209,224
6 209,181 241,178 213,224 243,223
plate 43,182 251,156 64,235 251,234
