32 48,299 68,297 38,343 59,342
32 70,297 91,296 61,342 83,342
23 93,296 115,294 85,342 108,341
4 126,293 150,291 119,341 144,341
8 153,291 179,289 147,341 175,340
7 181,289 208,287 177,340 206,339
4 212,286 241,284 209,339 240,339
plate 50,283 249,263 33,356 249,355
14 204,154 226,155 211,200 232,201
33 229,155 250,156 234,201 255,201
26 252,156 273,157 257,201 277,201
5 282,157 302,158 285,201 304,201
1 304,158 323,159 306,201 325,202
4 325,159 343,160 326,202 344,202
1 345,160 363,161 346,202 364,202
plate 199,136 368,145 210,211 368,212
