12 121,98 136,99 110,137 128,138
28 138,99 154,100 130,138 147,138
16 155,100 170,102 148,138 165,138
9 176,102 190,103 172,139 186,139
9 191,103 204,104 188,139 201,139
1 206,104 218,105 203,139 217,140
8 219,106 231,106 218,140 231,140
plate 122,84 234,95 105,149 234,150
25 319,114 332,113 326,140 339,139
21 334,113 349,111 340,139 355,139
10 350,111 367,109 356,139 372,139
9 374,108 393,106 379,138 398,138
5 395,106 417,103 400,138 421,137
1 419,103 444,100 423,137 446,137
2 447,100 475,96 449,137 476,136
plate 315,105 483,80 326,146 483,145
