19 84,165 96,166 87,188 98,188
15 97,166 108,167 99,188 110,188
15 108,167 118,168 110,188 120,188
0 123,168 132,169 124,189 133,189
4 133,169 141,170 134,189 141,189
4 142,170 150,170 142,189 150,189
1 151,171 157,171 151,189 157,189
plate 82,154 160,163 87,194 160,194
15 263,361 269,361 260,373 266,373
24 269,361 276,360 267,373 273,373
22 276,360 283,359 273,373 281,373
1 286,359 295,358 284,373 293,372
1 296,357 304,356 294,372 302,372
1 305,356 315,355 303,372 314,372
6 316,355 327,354 315,372 326,371
plate 264,356 331,346 258,377 331,377
