16 218,197 233,200 212,234 229,235
18 234,200 248,202 230,235 245,235
23 250,203 262,205 247,235 260,236
4 267,206 278,208 265,236 276,237
5 279,208 288,210 277,237 287,237
6 290,210 298,211 289,238 298,238
2 299,212 307,213 299,238 307,238
plate 219,183 309,204 209,245 309,246
27 69,46 82,46 74,73 86,73
22 84,46 99,45 88,73 103,73
30 100,45 116,44 104,73 119,73
5 123,43 138,43 125,73 141,73
4 140,42 157,42 143,73 158,72
8 159,41 177,40 161,72 178,72
2 178,40 198,39 180,72 198,72
plate 66,35 203,25 73,81 203,80
