23 62,409 75,408 76,433 89,433
15 77,408 92,406 90,433 105,433
32 94,406 111,404 106,433 122,432
0 119,403 138,401 130,432 148,432
1 141,401 163,398 150,432 171,431
4 166,398 192,395 174,431 197,431
0 195,394 226,391 200,431 227,430
plate 55,400 234,373 77,439 235,438
25 313,235 320,234 309,248 316,248
22 320,234 327,233 316,248 323,247
14 327,233 334,233 323,247 331,247
2 338,232 346,231 335,247 343,247
1 347,231 355,230 344,247 353,247
5 356,230 365,229 354,247 364,246
1 367,229 376,228 365,246 376,246
plate 314,230 380,221 307,252 380,251
